,Department,Project_Name,Scope_Of_Work,PM_Department,Project_Status,Neighborhood,Authorization_Existing,Authorization_FY,Authorization_Future, Grant_Existing , Grant_FY , Grant_Future ,GO_Expended,Capital_Year_0, CapitalYear_1 ,Capital_Year_25,Grant_Expended,Grant_Year_0, Grant_Year_1 ,GrantYear_25,External_Funds,Total_Project_Budget
244,3,Madison Park Technical Vocational High School Design,design to begin major redesign and renovation of madison park technical vocational hs,Public Facilities Department,Study Underway,Roxbury,615000,45000000,0,0,0,0,0,300000,2500000,42815000,0,0,0,0,0,45615000.0
245,16,Mission Hill Transportation Planning,planning for pedestrian improvements,Boston Transportation Department,In Design,Mission Hill,300000,0,0,0,0,0,0,25000,275000,0,0,0,0,0,0,300000.0
246,8,BHA Charlestown,investment that supports the redevelopment of the bunker hill housing development the initial phase includes 236 affordable units and over the life of the project will produce 1010 affordable units,Boston Housing Authority,In Construction,Charlestown,30000000,0,0,0,0,0,1245709,2000000,9000000,17754291,0,0,0,0,0,30000000.0
247,8,BHA Housing Improvements,upgrade elderlydisabled public housing units in several bha communities including saint botolph in the south end the doris bunte apartments in egleston square and patricia white in brighton,Boston Housing Authority,Annual Program,Multiple Neighborhoods,10000000,5000000,0,0,0,0,10000000,0,2500000,2500000,0,0,0,0,0,15000000.0
248,3,Kennedy Academy Envelope,repair roof masonry windows and doors,Boston Public Schools,In Design,Mission Hill,1892212,0,0,0,0,0,0,100000,200000,1592212,0,0,0,0,0,1892212.0
249,0,BCYF Allston Community Center,develop building program and assess siting options for a new community center in allstonbrighton,Public Facilities Department,Study Underway,Allston/Brighton,125000,4000000,0,0,0,0,0,85000,500000,3540000,0,0,0,0,0,4125000.0
250,15,Sidewalk Repairs,various brick sidewalk and pedestrian ramp repairs and reconstruction,Public Works Department,To Be Scheduled,Citywide,250000,0,0,0,0,0,0,0,125000,125000,0,0,0,0,0,250000.0
251,11,Murphy Playground,renovation of park including refurbishing ball fields,Parks and Recreation Department,In Design,Jamaica Plain,2400000,500000,0,0,0,0,0,0,125000,2775000,0,0,0,0,0,2900000.0
252,16,Lost Village Streets,design and construct improvements to roads sidewalks and signals in the lost village section of charlestown,Boston Transportation Department,In Design,Charlestown,666000,0,0,534000,0,0,0,0,100000,566000,0,0,50000,484000,0,1200000.0
253,3,ARP 2021: Windows and Boilers at 4 Schools,replace windows and doors at boston day and evening academy and the hernandez school replace boiler at the russell school and henderson upper school,Public Facilities Department,In Design,Multiple Neighborhoods,9840708,0,0,12739838,0,0,0,500000,5000000,4340708,0,150000,6500000,6089838,0,22580546.0
254,16,Blue Hill Avenue Multimodal Corridor,on blue hill avenue the creation of centerrunning dedicated bus lanes redesigned mattapan square for improved bus connection to the mbta station protected bike lanes signal changes and sidewalks,Boston Transportation Department,In Design,Multiple Neighborhoods,18224000,0,0,0,0,0,0,0,0,18224000,0,0,0,0,21232000,39456000.0
255,0,Youth Budget Round 10,engage youth across the city to create a capital youth budget using participatory budgeting methods,Youth Engagement and Employment,Implementation Underway,Citywide,1000000,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,1000000.0
256,9,Chinatown Worker Statues Project,design fabricate and install four bronze figures on four separate sites in the chinatown neighborhood of boston,Office of Arts and Culture,To Be Scheduled,Chinatown,1000000,0,0,0,0,0,0,0,100000,900000,0,0,0,0,0,1000000.0
257,9,Art Signage Upgrades,design fabricate and install custom interpretative signage for numerous artworks across the city,Office of Arts and Culture,To Be Scheduled,Citywide,100000,0,0,0,0,0,0,0,50000,50000,0,0,0,0,0,100000.0
258,9,Park Plaza Monument/Memorial,select an artist who will design manage the fabrication and the installation of a new artwork to be installed on the site formerly occupied by the emancipation group statue in park plaza,Office of Arts and Culture,To Be Scheduled,Bay Village,500000,0,0,0,0,0,0,0,50000,450000,0,0,0,0,0,500000.0
259,9,Emergent Memory (Cocoanut Grove Memorial), design fabrication site preparation and installation of public art in statler park,Office of Arts and Culture,To Be Scheduled,Bay Village,305000,0,0,0,0,0,0,0,50000,255000,0,0,0,0,145000,450000.0
260,1,Pier 10 Park Ferry Terminal,develop design plans to create a ferry service from pier 10 to north station for more reliable transit services in the marine park,Boston Planning and Development Agency,To Be Scheduled,South Boston,500000,0,0,0,0,0,0,50000,250000,200000,0,0,0,0,0,500000.0
261,1,Little Mystic Open Space / Harborwalk,extend harborwalk along the edge of little mystic channel on property owned by the bpda city funds will be used to complete the design the harborwalk extension will connect with the new chelsea street crossing to the charlestown navy yard,Boston Planning and Development Agency,To Be Scheduled,Charlestown,1000000,0,0,0,0,0,0,0,100000,900000,0,0,0,0,0,1000000.0
262,6,Climate Ready Streets,plan design and construct infrastructure in areas on and adjacent to public streets that reduce storm water flooding protect residents from extreme heat and improve air quality program will target transit corridors with ongoing capital projects,Environment Department,To Be Scheduled,Citywide,2500000,0,0,0,0,0,0,0,500000,2000000,0,0,0,0,0,2500000.0
263,6,Urban Wilds Land Management Plan,develop an urban wilds conservation and land management plan to establish criteria to prioritize future capital renovations land acquisition and management priorities for existing properties,Environment Department,To Be Scheduled,Citywide,350000,0,0,0,0,0,0,0,175000,175000,0,0,0,0,0,350000.0
264,7,Fire Boat,replace the damrell the departments current 70 foot fire boat,Boston Fire Department,Implementation Underway,Citywide,5000000,2100000,0,0,0,0,0,0,2000000,5100000,0,0,0,0,0,7100000.0
265,7,Dive Boat,replace the departments current dive boat,Boston Fire Department,Implementation Underway,Citywide,1700000,0,0,0,0,0,0,0,1700000,0,0,0,0,0,0,1700000.0
266,7,Special Operations Command,programming and design for a new special operations command facility,Public Facilities Department,To Be Scheduled,Citywide,3000000,0,0,0,0,0,0,5000,0,2995000,0,0,0,0,0,3000000.0
267,2,Egleston Square Branch Library,design and construct a new branch library that supports the needs of the neighborhood and reflects the boston public librarys compass principles,Public Facilities Department,In Design,Roxbury,3000000,28510000,0,0,0,0,0,50000,2000000,29460000,0,0,0,0,0,31510000.0
268,2,West End Branch Library,design and construct a new branch library develop a building program that reflects the boston public librarys compass principles and supports the needs of the neighborhood,Public Facilities Department,To Be Scheduled,West End,3000000,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,3000000.0
269,2,Connolly Branch Library,upgrade and replace mechanical systems windows roof and waterproof façade assess space programming,Public Facilities Department,In Design,Jamaica Plain,575000,0,0,0,0,0,0,0,150000,425000,0,0,0,0,0,575000.0
270,2,Hyde Park Branch Library,upgrade boiler windows roof and façade repairs assess space programming,Public Facilities Department,In Design,Hyde Park,500000,0,0,0,0,0,0,0,150000,350000,0,0,0,0,0,500000.0
271,8,Mildred C. Hailey Phase 1 Redevelopment,the project will consist of a total of 690 apartments which will include the 1to1 replacement of the existing 253 public housing units and the construction of 435 new affordable and upper middleincome apartments,Boston Housing Authority,In Construction,Jamaica Plain,10000000,7000000,0,0,0,0,0,10000000,7000000,0,0,0,0,0,0,17000000.0
272,8,Mary Ellen McCormack Redevelopment,phase one comprises 1365 units of new mixedincome housing 572 of which are affordable replacement units 69000 sq ft of community and retail space 23 acres of open space and approx 520 parking spaces,Boston Housing Authority,In Design,South Boston,10000000,10000000,0,0,0,0,0,10000000,5000000,5000000,0,0,0,0,0,20000000.0
273,8,Mildred C. Hailey Preservation,renovate existing bha housing units including plumbing ventilation windows and other building repairs,Boston Housing Authority,In Design,Jamaica Plain,52000000,0,0,0,0,0,0,3750000,3750000,44500000,0,0,0,0,0,52000000.0
274,12,Window and Roof Replacements at 4 Stations,replace windows at district stations c6 c11 and e18 and roofs at c11 and e13,Public Facilities Department,In Design,Multiple Neighborhoods,2700000,0,0,0,0,0,0,550000,2150000,0,0,0,0,0,0,2700000.0
275,12,Computer Aided Dispatch System Upgrade,cad upgrades to match the rms system replacement and allow for interoperability between cad and rms,Boston Police Department,Implementation Underway,Citywide,3301000,0,0,0,0,0,0,0,0,3301000,0,0,0,0,0,3301000.0
276,14,Northampton Square Garage,structural and other repairs as needed,Public Facilities Department,In Design,Roxbury,400000,0,0,0,0,0,0,0,100000,300000,0,0,0,0,0,400000.0
277,14,201 River Street HVAC,upgrade hvac for improved heating cooling and ventilation systems,Public Facilities Department,In Design,Mattapan,4850000,0,0,0,0,0,0,0,200000,4650000,0,0,0,0,0,4850000.0
278,13,Faneuil Hall and Sam Adams Park,repair masonry address drainage issues and create an accessible walkway install permanent decorative wrought iron gates around the basement windows and restore the bronze fixtures,Public Facilities Department,In Design,Downtown/Government Center,400000,60000,0,0,0,0,0,0,100000,360000,0,0,0,0,0,460000.0
279,13,Veronica Smith Senior Center,replace hvac system,Public Facilities Department,To Be Scheduled,Allston/Brighton,400000,0,0,0,0,0,0,0,100000,300000,0,0,0,0,0,400000.0
280,13,1010 Massachusetts Avenue,programming study and building assessment of 1010 mass ave,Public Facilities Department,Study Underway,Roxbury,500000,0,0,0,0,0,0,0,100000,400000,0,0,0,0,0,500000.0
281,13,43 Hawkins Street,roof replacement and exterior envelope repairs,Public Facilities Department,In Design,Downtown/Government Center,5000000,0,0,0,0,0,0,80000,0,4920000,0,0,0,0,0,5000000.0
282,11,O'Day Playground,renovate park including play lots water play basketball court and plaza area,Parks and Recreation Department,In Design,South End,400000,1830000,0,400000,0,0,0,0,600000,1630000,0,0,400000,0,0,2630000.0
283,11,Byrne Playground,renovate park including play lots courts and passive areas,Parks and Recreation Department,In Design,Dorchester,400000,0,1970000,0,0,0,0,0,150000,2220000,0,0,0,0,0,2370000.0
284,11,Geneva Cliffs Urban Wild,reprogram geneva cliffs from an urban wild to a city park with playground passive seating walking paths and accessible entrances,Parks and Recreation Department,To Be Scheduled,Dorchester,400000,0,1600000,0,0,0,0,0,150000,1850000,0,0,0,0,0,2000000.0
285,11,Clifford Playground,develop design for a comprehensive park renovation,Parks and Recreation Department,In Design,Roxbury,600000,6620000,0,0,0,0,0,25000,500000,6695000,0,0,0,0,0,7220000.0
286,11,Roslindale Wetlands Phase 2,complete trailhead improvements and wetland restoration of the entire site following in the work of phase 1,Parks and Recreation Department,In Construction,Roslindale,300000,0,0,0,0,0,0,0,150000,150000,0,0,0,0,0,300000.0
287,11,Mount Hope Cemetery Paving Improvements,survey and design to prioritize roadway and landscape improvements at mt hope cemetery,Parks and Recreation Department,To Be Scheduled,Mattapan,300000,0,0,0,0,0,0,0,75000,225000,0,0,0,0,0,300000.0
288,11,Hardiman Playground,develop design for a complete renovation of the play area,Parks and Recreation Department,Study Underway,Allston/Brighton,100000,0,0,0,0,0,0,25000,75000,0,0,0,0,0,0,100000.0
289,11,Millennium Park Restroom Building,design and construct permanent bathroom facilities for the park,Public Facilities Department,To Be Scheduled,West Roxbury,250000,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,250000.0
290,11,Franklin Park Bear Dens,repairs and other improvements necessary to secure and provide safe and compliant public access to the bear dens area of franklin park,Parks and Recreation Department,In Design,Roxbury,900000,0,0,0,0,0,0,0,100000,800000,0,0,0,0,0,900000.0
291,11,Ryan Playground Field House,design repairs to the fieldhouse including foundations repairs and waterproofing updating electrical new roof and replace windows and doors,Public Facilities Department,To Be Scheduled,Charlestown,75000,0,0,0,0,0,0,0,0,75000,0,0,0,0,0,75000.0
292,11,Watson Park,develop design plans for a set of passive parks,Parks and Recreation Department,In Design,South End,45000,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,45000.0
293,11,Franklin Park White Stadium,develop designs for converting the field to artificial turf track improvements and other site work outside the stadium to better integrate the facility into the franklin park environment,Parks and Recreation Department,In Design,Roxbury,500000,0,0,0,0,0,0,0,100000,400000,0,0,0,0,0,500000.0
294,11,Dog Recreation Areas at Various Parks,expand dog recreation facilities throughout the city,Parks and Recreation Department,Annual Program,Citywide,500000,0,0,0,0,0,0,0,250000,250000,0,0,0,0,0,500000.0
295,3,West Roxbury Education Complex,design study to demolish and rebuild the west roxbury education complex as a comprehensive 712 school,Public Facilities Department,Study Underway,West Roxbury,150000,18000000,0,0,0,0,0,75000,2500000,15575000,0,0,0,0,0,18150000.0
296,3,White Stadium Renovation,assess stadium facility including east and west stands playing field and track develop preliminary designs and cost estimates,Public Facilities Department,Study Underway,Roxbury,500000,10000000,0,0,0,0,0,50000,325000,10125000,0,0,0,0,0,10500000.0
297,3,Mel King Academy Design,programming and design study for renovations of the mel king academy,Public Facilities Department,Study Underway,South End,257000,20000000,0,0,0,0,0,100000,1500000,18657000,0,0,0,0,0,20257000.0
298,3,Masonry Repairs at Various Schools,repair school building masonry at schools across the district,Boston Public Schools,In Construction,Citywide,10000000,0,0,0,0,0,0,0,4000000,6000000,0,0,0,0,0,10000000.0
299,3,Bates School Boilers,replace the boilers at bates elementary,Boston Public Schools,To Be Scheduled,Roslindale,1000000,0,0,0,0,0,0,0,100000,900000,0,0,0,0,0,1000000.0
300,3,Dudley Street NCS HVAC,upgrade the hvac at the dudley street neighborhood charter school,Public Facilities Department,In Design,Roxbury,513000,0,0,0,0,0,0,0,75000,438000,0,0,0,0,0,513000.0
301,3,Condon School Lighting Improvements,upgrade lighting at condon elementary,Boston Public Schools,To Be Scheduled,South Boston,500000,0,0,0,0,0,0,0,250000,250000,0,0,0,0,0,500000.0
302,3,Warren-Prescott School Lighting Improvements,upgrade lighting at the warrenprescott,Public Facilities Department,To Be Scheduled,Charlestown,300000,0,0,0,0,0,0,0,150000,150000,0,0,0,0,0,300000.0
303,3,John F. Kennedy School Fire Alarms,repair and upgrade the fire alarm system,Boston Public Schools,To Be Scheduled,Jamaica Plain,705000,0,0,0,0,0,0,0,250000,455000,0,0,0,0,0,705000.0
304,3,Cleveland Building Renovation,major renovations of the cleveland school building including repairs to the roof and building exterior,Public Facilities Department,In Design,Dorchester,2150000,0,0,0,0,0,0,0,500000,1650000,0,0,0,0,0,2150000.0
305,3,Winthrop School Roof,replace the roof,Boston Public Schools,In Design,Dorchester,1700000,0,0,0,0,0,0,0,500000,1200000,0,0,0,0,0,1700000.0
306,3,Mendell School Roof,replace the roof,Boston Public Schools,To Be Scheduled,Roxbury,50000,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,50000.0
307,3,Holmes School Plumbing,replace and repair the plumbing,Boston Public Schools,To Be Scheduled,Dorchester,288000,0,0,0,0,0,0,0,50000,238000,0,0,0,0,0,288000.0
308,3,Library Improvements at Various Schools,upgrade school libraries across the district,Boston Public Schools,Annual Program,Citywide,3000000,0,0,0,0,0,0,0,1000000,2000000,0,0,0,0,0,3000000.0
309,3,Science Room Upgrades at Various Schools,upgrade science rooms at schools across the district,Boston Public Schools,Annual Program,Citywide,3000000,0,0,0,0,0,0,0,1000000,2000000,0,0,0,0,0,3000000.0
310,3,Art Room Upgrades at Various Schools,upgrade art rooms at various schools across the district,Boston Public Schools,Annual Program,Citywide,500000,0,0,0,0,0,0,0,300000,200000,0,0,0,0,0,500000.0
311,15,Fleet Electrification Building Assessment,conduct a building assessment to determine what infrastructure is needed for fleet electrification,Public Facilities Department,To Be Scheduled,Citywide,250000,0,0,0,0,0,0,0,125000,125000,0,0,0,0,0,250000.0
312,15,Street Lighting Maintenance Facility,a study to determine a location for a permanent public works street lighting facility,Public Facilities Department,To Be Scheduled,Citywide,2500000,0,0,0,0,0,0,0,0,2500000,0,0,0,0,0,2500000.0
313,15,Street Lighting Infrastructure Upgrades,replacement of street lighting infrastructure to promote safety and wellbeing,Public Works Department,Annual Program,Citywide,4550000,0,0,0,0,0,0,2500000,2000000,50000,0,0,0,0,0,4550000.0
314,15,Inventory Management Program,purchase and implement an inventory management system for street lighting tools and supplies,Public Works Department,To Be Scheduled,Citywide,750000,0,0,0,0,0,0,0,50000,700000,0,0,0,0,0,750000.0
315,16,Southwest Neighborhood Transit Action Plan,study and develop a transportation action plan for the southwest neighborhoods of boston,Boston Transportation Department,To Be Scheduled,Multiple Neighborhoods,1600000,0,0,0,0,0,0,0,150000,1450000,0,0,0,0,0,1600000.0
316,16,Fairmount Line Urban Rail Study,commission a technical analysis on transforming the fairmount commuter rail line to a subwaylike service level,Boston Transportation Department,To Be Scheduled,Multiple Neighborhoods,0,0,0,500000,290000,0,0,0,0,0,0,0,150000,640000,0,790000.0
317,16,Safe Routes to Schools,provide row services to support a massdot funded srts project in the vicinity of the david ellis school in roxbury,Boston Transportation Department,To Be Scheduled,Multiple Neighborhoods,100000,0,0,0,0,0,0,0,50000,50000,0,0,0,0,0,100000.0
318,16,Norwell Street Square,develop deadend section of park street into a plaza in conjunction with the development of a park in the adjacent lots,Parks and Recreation Department,In Design,Dorchester,140000,0,0,0,0,0,0,0,40000,100000,0,0,0,0,0,140000.0
319,15,Central Maintenance Facility Complex,continued renovations to the building garage and grounds,Public Facilities Department,In Design,South End,3800000,2725000,0,0,0,0,0,2000000,2000000,2525000,0,0,0,0,0,6525000.0
320,3,P. J. Kennedy School Renovation,replace boilers install new fire sprinklers and a new elevator to make the school building more accessible,Public Facilities Department,In Construction,East Boston,16200000,0,0,0,0,0,1750,3000000,9500000,3698250,0,0,0,0,0,16200000.0
321,11,Open Space Acquisition,acquire property suitable for preservation and use as public open space,Parks and Recreation Department,Annual Program,Citywide,10000000,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,10000000.0
322,3,Timilty School Reconfiguration,upgrade building facilities at the timilty school to facilitate grade reconfiguration,Public Facilities Department,To Be Scheduled,Roxbury,3000000,0,0,0,0,0,0,0,1500000,1500000,0,0,0,0,0,3000000.0
323,4,FY23 Investment Proposals,identify and procure it solutions for city departments,Department of Innovation and Technology,Implementation Underway,Citywide,500000,0,0,0,0,0,0,0,25000,475000,0,0,0,0,0,500000.0
324,0,BCYF Dorchester Community Center,design and construct a new community center based on the recent programming study,Public Facilities Department,In Design,Dorchester,4000000,61000000,0,0,0,0,0,300000,4000000,60700000,0,0,0,0,0,65000000.0
325,11,Court Renovations,annual program to rehabilitate tennis basketball and street hockey courts citywide,Parks and Recreation Department,Annual Program,Citywide,2375000,1625000,0,0,0,0,0,800000,1000000,2200000,0,0,0,0,0,4000000.0
326,11,George Wright Golf Course,ongoing improvements including drainage paving and other miscellaneous items,Parks and Recreation Department,Annual Program,Hyde Park,1000000,0,0,0,0,0,0,250000,500000,250000,0,0,0,0,0,1000000.0
327,11,Historic Cemeteries,ongoing program of repairs in designated historic cemeteries located throughout the city,Parks and Recreation Department,Annual Program,Multiple Neighborhoods,1000000,500000,500000,0,0,0,0,400000,500000,1100000,0,0,0,0,0,2000000.0
328,11,Public Garden Lagoon,repair and backfill missing destroyed and leaking granite coping surrounding the lagoon,Parks and Recreation Department,Annual Program,Beacon Hill,1800000,0,0,0,0,0,0,0,200000,1600000,0,0,0,0,0,1800000.0
329,11,Street Tree Planting,ongoing program of street tree planting throughout the city,Parks and Recreation Department,Annual Program,Citywide,4800000,2700000,0,0,0,0,0,2300000,2500000,2700000,0,0,0,0,0,7500000.0
330,11,Urban Wilds,renovate walls walkways and signage within urban wilds owned by the environment department and the parks and recreation department,Parks and Recreation Department,Annual Program,Citywide,800000,600000,600000,0,0,0,1500,100000,400000,1498500,0,0,0,0,0,2000000.0
331,11,William Devine Golf Course,improve drainage paving and other miscellaneous items,Parks and Recreation Department,Annual Program,Roxbury,1000000,150000,0,0,0,0,0,50000,1000000,100000,0,0,0,0,0,1150000.0
332,3,Technology Infrastructure,upgrades to technology infrastructure in support of 21st century learning,Boston Public Schools,Annual Program,Citywide,7000000,0,7000000,0,0,0,0,3500000,3500000,7000000,0,0,0,0,0,14000000.0
333,15,Street Lighting Installation,installation of street lights in various locations,Public Works Department,Annual Program,Citywide,6000000,0,3000000,0,0,0,0,3000000,3000000,3000000,0,0,0,0,0,9000000.0
334,15,Walkable Streets,sidewalk improvement program designed to target key neighborhood streets and corridors by reconstructing longer contiguous sidewalk sections,Public Works Department,Annual Program,Citywide,5760000,0,0,0,0,0,0,0,3500000,2260000,0,0,0,0,0,5760000.0
335,15,Roadway Reconstruction and Resurfacing,includes road reconstruction roadway resurfacing sidewalk reconstruction and traffic signal replacement where appropriate,Public Works Department,Annual Program,Citywide,20600000,0,7000000,18000000,5528694,22000000,0,6000000,7000000,14600000,0,7000000,11000000,27528694,0,73128694.0
336,16,Transportation Planning,develop and test new mobility strategies that pertain to transportation demand management electric vehicles and neighborhood mobility hubs,Boston Transportation Department,Annual Program,Citywide,1315000,0,0,200000,0,0,0,0,500000,815000,0,0,0,200000,0,1515000.0
337,16,Traffic Signals,provide traffic signal design services install or upgrade existing traffic signals and controls install new control boxes and battery backup equipment,Boston Transportation Department,Annual Program,Citywide,3500000,0,7000000,0,0,0,0,3500000,3500000,3500000,0,0,0,0,0,10500000.0
338,16,Crosswalks and Lane Markings,provide additional crosswalk and lane markings,Boston Transportation Department,Annual Program,Citywide,0,0,0,4500000,0,0,0,0,0,0,0,1500000,1500000,1500000,0,4500000.0
339,16,Accessible Pedestrian Signals,purchase and install aps devices for new construction major reconstructions and by request as outlined in the citys response to the federal mandate,Boston Transportation Department,Annual Program,Citywide,1500000,0,0,0,0,0,0,0,500000,1000000,0,0,0,0,0,1500000.0
340,13,City Hall HVAC,replace air handling units,Public Facilities Department,In Design,Downtown/Government Center,40000000,38220000,0,0,0,0,401745,250000,15000000,62568255,0,0,0,0,0,78220000.0
341,11,Moakley Park O&M Building,design a new operations and maintenance building as part of phase 1 park improvements,Public Facilities Department,In Design,South Boston,1050000,0,0,0,0,0,0,250000,500000,300000,0,0,0,0,0,1050000.0
342,3,Allston Elementary School Design,develop a building program and design for the construction of a new prek6 school to be located on the site of the jackson mann school,Public Facilities Department,Study Underway,Allston/Brighton,150000,10000000,0,0,0,0,0,75000,500000,9575000,0,0,0,0,0,10150000.0
343,3,Horace Mann School Siting Study,study that will evaluate locations for the permanent siting of the horace mann school for the deaf and hard of hearing,Public Facilities Department,Study Underway,Citywide,150000,0,0,0,0,0,0,75000,75000,0,0,0,0,0,0,150000.0
344,3,Roxbury Elementary School Study,develop a building program for the design and construction of a new prek6 school,Public Facilities Department,To Be Scheduled,Roxbury,150000,0,0,0,0,0,0,0,0,150000,0,0,0,0,0,150000.0
345,11,Building Assessment at Active Cemeteries,assess conditions and develop repair plan for buildings in the citys three active cemeteries,Public Facilities Department,To Be Scheduled,Multiple Neighborhoods,200000,0,0,0,0,0,0,0,60000,140000,0,0,0,0,0,200000.0
346,13,City Hall Plaza Phase 2,continue phased plaza improvements that will expand accessibility on the south plaza waterproofing and masonry repairs to the plaza and the dock square garage,Public Facilities Department,In Design,Downtown/Government Center,50000000,0,0,0,0,0,0,500000,2000000,47500000,0,0,0,0,0,50000000.0
347,15,Chinatown Sidewalk Improvements,improve the condition of sidewalks in historic chinatown neighborhood,Public Works Department,In Design,Chinatown,500000,0,0,0,0,0,0,75000,300000,125000,0,0,0,0,0,500000.0
348,9,Cultural Center Study,conduct a needs assessment programming and siting assessment for the development of a neighborhoodbased facility that could support local events and activities and also sustain local cultural identities,Public Facilities Department,To Be Scheduled,Citywide,125000,0,0,0,0,0,0,0,50000,75000,0,0,0,0,0,125000.0
349,11,Walsh Park Study,develop a comprehensive park master plan that will guide future capital investments,Parks and Recreation Department,Study Underway,Dorchester,100000,250000,0,0,0,0,0,25000,200000,125000,0,0,0,0,0,350000.0
350,15,Hyde Park Avenue Median,extend median on hyde park avenue at neponset avenue and florian street to make the temporary closures permanent,Public Works Department,To Be Scheduled,Dorchester,200000,0,0,0,0,0,0,50000,150000,0,0,0,0,0,0,200000.0
351,11,Town Field Study,develop a comprehensive park master plan that will guide future capital investments,Parks and Recreation Department,To Be Scheduled,Dorchester,100000,0,0,0,0,0,0,0,50000,50000,0,0,0,0,0,100000.0
352,0,BCYF Clougherty Pool,replace existing pool pool deck pool filtration system and renovate existing bath house building,Public Facilities Department,In Design,Charlestown,1800000,28200000,0,0,0,0,0,400000,15000000,14600000,0,0,0,0,0,30000000.0
353,3,Security Cameras,installation of security cameras in multiple schools across the city,Boston Public Schools,Implementation Underway,Citywide,15000000,0,0,0,0,0,0,1000000,6500000,7500000,0,0,0,0,0,15000000.0
354,6,Moakley Park Connectors,design of connection walking paths to moakley park from adjacent neighborhoods,Environment Department,Study Underway,South Boston,544500,0,0,0,0,0,0,100000,300000,144500,0,0,0,0,1633500,2178000.0
355,16,Roxbury Resilient Transportation Corridors,plan and design a transformation of three of roxburys central transportation corridors melnea cass blvd malcolm x blvd and warren street into multimodal routes that center transit and active transportation,Boston Transportation Department,To Be Scheduled,Roxbury,0,12500000,0,20000000,0,0,0,0,200000,12300000,0,0,0,20000000,0,32500000.0
356,12,District D-4 Station Elevator,general repairs,Police Department,In Design,South End,30000,0,0,0,0,0,0,15000,15000,0,0,0,0,0,0,30000.0
357,3,"ARP 2022: Boilers, Roof, Windows at 4 Schools",replace boilers at burke high school and the haley school replace roof at the henderson upper school and replace windows at the english high school in conjunction with the msba accelerated repair program,Public Facilities Department,In Design,South End,593700,0,0,906300,0,0,0,50000,400000,143700,0,0,400000,506300,0,1500000.0
358,1,Long Wharf Resiliency Improvements,design and engineering work for the resilience needs of downtown and the north end to advance the solutions outlined in climate ready boston the project includes stabilizing the east face seawall,Boston Planning and Development Agency,New Project,Downtown/Government Center,0,1000000,5000000,0,0,0,0,0,365000,5635000,0,0,0,0,0,6000000.0
359,1,RLFMP Wharf 8/Pier 10 Improvements,design and engineering work for the resilience needs of south boston and seaport to advance the solutions outlined in climate ready boston specifically in the area of wharf 8 and pier 10 for improvements of existing waterfront structures,Boston Planning and Development Agency,New Project,South Boston,0,5000000,0,0,0,0,0,0,500000,4500000,0,0,0,0,0,5000000.0
360,1,RLFMP South Jetty and Bulkhead Rehabilitation,construction of a replacement bulkhead and jetty near drydock 3 project includes demolition and removal of existing south jetty,Boston Planning and Development Agency,New Project,South Boston,0,7900000,0,0,0,0,0,0,2000000,5900000,0,0,0,0,0,7900000.0
361,1,RLFMP Fid Kennedy Realignment,design engineering and reconstruction of fid kennedy avenue into a designated industrial trucking route for the rlfmp,Boston Planning and Development Agency,New Project,South Boston,0,5000000,0,0,0,0,0,0,200000,4800000,0,0,0,0,0,5000000.0
362,1,RLFMP Streetscape Improvements,design and construction of improvements to the streets and sidewalks in the rlfmp to meet city standards including sidewalk widening ada compliance and multimodal transportation infrastructure,Boston Planning and Development Agency,New Project,South Boston,0,5000000,0,0,0,0,0,0,300000,4700000,0,0,0,0,0,5000000.0
363,1,Harrison Avenue BWSC Operations,study and design a garage to facilitate development of existing parking lots into mixed income housing and open space,Boston Planning and Development Agency,New Project,South End,0,0,0,0,1000000,0,0,0,0,0,0,0,200000,800000,0,1000000.0
364,0,BCYF Johnson Community Center Renovations,study to assess scope of interior and exterior improvements for a renovation of the community center,Public Facilities Department,New Project,Mission Hill,0,250000,0,0,0,0,0,0,50000,200000,0,0,0,0,0,250000.0
365,0,BCYF Tobin Community Center Improvements,renovations to the tobin community center including accessibility improvements and ac work in the gym space,Public Facilities Department,New Project,Mission Hill,250000,750000,0,0,0,0,0,0,200000,800000,0,0,0,0,0,1000000.0
366,7,Engine 18,programming and design for a new fire station to replace the existing station,Public Facilities Department,New Project,Dorchester,0,3000000,0,0,0,0,0,0,100000,2900000,0,0,0,0,0,3000000.0
367,7,Tech Rescue Water/Plumbing access,install water and sewer infrastructure to the tech rescue training site at moon island,Public Facilities Department,New Project,Harbor Islands,0,5000000,0,0,0,0,0,0,150000,4850000,0,0,0,0,0,5000000.0
368,7,Fire Headquarters Programming Study,programming and siting study for a new fire department headquarters building,Public Facilities Department,New Project,Citywide,0,2000000,0,0,0,0,0,0,100000,1900000,0,0,0,0,0,2000000.0
369,7,Seaport Fire Station,programming and design for a new firehouse located in the seaport,Boston Planning and Development Agency,New Project,South Boston,0,4000000,0,0,0,0,0,0,0,4000000,0,0,0,0,0,4000000.0
